author,text
EAP,"['slip', 'eighteen', 'inches', 'wide', 'therefore', 'although', 'muslin', 'would', 'form', 'strong', 'band', 'folded', 'rumpled', 'longitudinally']"
MWS,"['travelled', 'time', 'vintage', 'heard', 'song', 'labourers', 'glided', 'stream']"
MWS,"['abode', 'penury', 'may', 'least', 'prove', 'disinterestedness', 'conduct']"
HPL,"['officials', 'devised', 'excuses', 'enter', 'noisome', 'boarded', 'place', 'glad', 'confine', 'survey', 'deceaseds', 'living', 'quarters', 'newly', 'mended', 'sheds', 'single', 'visit']"
HPL,"['everything', 'wrong', 'broad', 'window', 'shewing', 'sea', 'roofs', 'one', 'five', 'ancient', 'sound', 'trolleys', 'motors', 'streets']"
EAP,"['cant', 'bear', 'hear', 'innocent', 'individuals', 'abused', 'way', 'whole', 'town', 'took', 'cursing', 'tom', 'dobson', 'bobby', 'tompkins', 'really', 'awful', 'hear']"
EAP,"['struggles', 'passionate', 'wife', 'astonishment', 'even', 'energetic']"
HPL,"['turn', 'climb', 'deserted', 'length', 'oldest', 'dirtiest', 'alley', 'ever', 'saw', 'life', 'crumbling', 'looking', 'gables', 'broken', 'small', 'paned', 'windows', 'archaic', 'chimneys', 'stood', 'half', 'disintegrated', 'moonlit', 'sky']"
MWS,"['filled', 'sublime', 'ecstasy', 'gave', 'wings', 'soul', 'allowed', 'soar', 'obscure', 'world', 'light', 'joy']"
EAP,"['assigned', 'man', 'organ', 'alimentiveness', 'organ', 'scourge', 'deity', 'compels', 'man', 'nill', 'eating']"
EAP,"['one', 'hands', 'times', 'another', 'examiner', 'third', 'culleys', 'new', 'compendium', 'slang', 'whang']"
HPL,"['scenes', 'blocked', 'extreme', 'care', 'pencilled', 'guide', 'lines', 'told', 'minute', 'exactitude', 'pickman', 'used', 'getting', 'right', 'perspective', 'proportions']"
EAP,"['easier', 'tear', 'new', 'slip', 'petticoat']"
MWS,"['infinitely', 'ridiculous', 'cried', 'school', 'boys', 'could', 'conduct', 'unreasonably']"
MWS,"['withdrew', 'though', 'went', 'countess', 'said', 'softly', 'sleep', 'though', 'prepared', 'sleep', 'like']"
EAP,"['hint', 'answer', 'permitted', 'make']"
MWS,"['live', 'according', 'sense', 'word', 'must', 'observe', 'learn', 'must', 'also', 'feel', 'must', 'mere', 'spectators', 'action', 'must', 'act', 'must', 'describe', 'subjects', 'description']"
EAP,"['design', 'journalist', 'say', 'whatever', 'period', 'day', 'night', 'sunday', 'murder', 'committed', 'improbable', 'assassins', 'would', 'ventured', 'bear', 'corpse', 'river', 'midnight']"
MWS,"['man', 'lord', 'creation']"
MWS,"['said', 'one', 'letters', 'dear', 'margaret', 'find', 'friend', 'wide', 'ocean', 'yet', 'found', 'man', 'spirit', 'broken', 'misery', 'happy', 'possessed', 'brother', 'heart']"
EAP,"['moment', 'felt', 'light', 'hand', 'placed', 'upon', 'shoulder', 'ever', 'remembered', 'low', 'damnable', 'whisper', 'within', 'ear']"
HPL,"['remaining', 'two', 'gone', 'back', 'wordlessly', 'mountains', 'autumn', 'single', 'villager', 'disappeared']"
MWS,"['alone', 'voice', 'disturb', 'dream', 'cold', 'eye', 'meet', 'mine', 'check', 'fire', 'may', 'commune', 'spirit', 'lone', 'heath', 'noon', 'midnight', 'still', 'near']"
EAP,"['indeed', 'damp']"
HPL,"['still', 'remained', 'burning', 'determination', 'reach', 'innermost', 'secret', 'fear', 'come', 'deem', 'definite', 'material', 'organic']"
MWS,"['two', 'three', 'petitioners', 'still', 'attendance']"
HPL,"['dare', 'go', 'far']"
HPL,"['louis', 'son', 'robert', 'found', 'drowned', 'moat', 'fateful', 'age', 'thus', 'centuries', 'ran', 'ominous', 'chronicle', 'henris', 'roberts', 'antoines', 'armands', 'snatched', 'happy', 'virtuous', 'lives', 'little', 'age', 'unfortunate', 'ancestor', 'murder']"
MWS,"['studies', 'go', 'far', 'others', 'gone', 'nothing', 'know', 'scientific', 'pursuit', 'continual', 'food', 'discovery', 'wonder']"
EAP,"['seems', 'however', 'digging', 'centre', 'emperors', 'garden', 'know', 'covers', 'whole', 'island', 'workmen', 'unearthed', 'cubical', 'evidently', 'chiseled', 'block', 'granite', 'weighing', 'several', 'hundred', 'pounds']"
EAP,"['shock', 'descending', 'mass', 'struck', 'consequently', 'portion', 'frame', 'already', 'water', 'inevitable', 'result', 'hurl', 'irresistible', 'violence', 'upon', 'rigging', 'stranger']"
MWS,"['fortunately', 'money']"
EAP,"['knew', 'well', 'doomed', 'ten', 'times', 'ninety', 'gun', 'ship']"
HPL,"['crash', 'came', 'darkness', 'heard', 'shrieking', 'men', 'things', 'men']"
EAP,"['europe', 'can', 'not', 'produce', 'anything', 'fine', 'little', 'regal', 'cabinet']"
MWS,"['first', 'experiment', 'kind', 'enthusiastic', 'frenzy', 'blinded', 'horror', 'employment', 'mind', 'intently', 'fixed', 'consummation', 'labour', 'eyes', 'shut', 'horror', 'proceedings']"
EAP,"['one', 'profound', 'melancholy', 'phaseless', 'unceasing', 'gloom']"
EAP,"['long', 'lasted', 'course', 'know', 'unclosed', 'eyes', 'objects', 'around', 'visible']"
EAP,"['application', 'case', 'obvious', 'trust', 'miss', 'psyche', 'neglect', 'kick', 'least', 'hour', 'half', 'choked', 'death', 'chicken', 'bone']"
EAP,"['altogether', 'means', 'magnetic', 'remedies', 'succeeded', 'alleviating', 'acute', 'pains', 'patient', 'success', 'naturally', 'inspired', 'latter', 'certain', 'degree', 'confidence', 'opinions', 'remedies', 'educed']"
HPL,"['several', 'times', 'actually', 'obtained', 'signs', 'life', 'animals', 'supposedly', 'dead', 'many', 'cases', 'violent', 'signs', 'soon', 'saw', 'perfection', 'process', 'indeed', 'possible', 'would', 'necessarily', 'involve', 'lifetime', 'research']"
MWS,"['lived', 'long', 'vicinity', 'eton', 'population', 'young', 'folks', 'well', 'known', 'us']"
MWS,"['alas', 'even', 'look', 'back', 'disgust', 'artifices', 'contrivances', 'many', 'painful', 'struggles', 'effected', 'retreat']"
EAP,"['spent', 'great', 'part', 'day', 'meditating', 'upon', 'occurrence', 'extraordinary', 'could', 'find', 'means', 'whatever', 'accounting']"
HPL,"['condition', 'ghastly']"
MWS,"['stung', 'impatience', 'urged', 'horse', 'force', 'spur', 'loosened', 'reins', 'acclivity', 'danger', 'could', 'arrive', 'might', 'side', 'noble', 'godlike', 'friend']"
EAP,"['nevertheless', 'confirmed', 'instinctive', 'opinions', 'voice', 'brethren']"
HPL,"['eyes', 'approached', 'yet', 'thing', 'bore', 'could', 'distinguish', 'claw']"
EAP,"['upon', 'whole', 'could', 'help', 'thinking', 'much', 'bizarre', 'every', 'thing', 'saw', 'world', 'made', 'kinds', 'persons', 'modes', 'thought', 'sorts', 'conventional', 'customs']"
HPL,"['can', 'not', 'even', 'hint', 'like', 'compound', 'unclean', 'uncanny', 'unwelcome', 'abnormal', 'detestable']"
EAP,"['pitiable', 'condition', 'dupe', 'thrown', 'air', 'embarrassed', 'gloom', 'moments', 'profound', 'silence', 'maintained', 'could', 'help', 'feeling', 'cheeks', 'tingle', 'many', 'burning', 'glances', 'scorn', 'reproach', 'cast', 'upon', 'less', 'abandoned', 'party']"
MWS,"['however', 'might', 'neither', 'plague', 'war', 'could', 'prevent', 'perdita', 'following', 'lord', 'induce', 'utter', 'one', 'objection', 'plans', 'proposed']"
MWS,"['fancy', 'seen', 'day', 'picked', 'saw', 'dogs', 'drawing', 'sledge', 'man', 'across', 'ice']"
EAP,"['friendship', 'lasted', 'manner', 'several', 'years', 'general', 'temperament', 'character', 'instrumentality', 'fiend', 'intemperance', 'blush', 'confess', 'experienced', 'radical', 'alteration', 'worse']"
EAP,"['never', 'nerves']"
HPL,"['talked', 'dying', 'half', 'deserted', 'innsmouth', 'nearly', 'century', 'nothing', 'new', 'could', 'wilder', 'hideous', 'whispered', 'hinted', 'years']"
EAP,"['attendants', 'home', 'absconded', 'make', 'merry', 'honor', 'time']"
EAP,"['unreal', 'even', 'breathed', 'came', 'nostrils', 'breath', 'vapour', 'heated', 'iron', 'suffocating', 'odour', 'pervaded', 'prison', 'deeper', 'glow', 'settled', 'moment', 'eyes', 'glared', 'agonies', 'richer', 'tint', 'crimson', 'diffused', 'pictured', 'horrors', 'blood']"
HPL,"['length', 'reached', 'lower', 'hall', 'one', 'end', 'saw', 'faint', 'luminous', 'rectangle', 'marking', 'ruined', 'paine', 'street', 'doorway']"
HPL,"['hospital', 'told', 'found', 'half', 'frozen', 'kingsport', 'harbour', 'dawn', 'clinging', 'drifting', 'spar', 'accident', 'sent', 'save']"
MWS,"['height', 'offending', 'occasion', 'intolerable', 'sensations', 'deign', 'afford', 'demonstration', 'aware', 'even', 'lived', 'feel']"
EAP,"['ignoble', 'souls', 'de', 'lomelette', 'perished', 'ortolan']"
MWS,"['exist', 'man', 'england', 'adequate', 'presumption']"
HPL,"['college', 'used', 'incinerator', 'apparatus', 'costly', 'unauthorised', 'laboratory']"
HPL,"['trembling', 'terror', 'oddly', 'mixed', 'ecstasy', 'crossed', 'circular', 'room', 'north', 'window', 'could', 'see', 'village', 'plain', 'edge', 'bog']"
EAP,"['minutes', 'urged', 'curiosity', 'see', 'still', 'looking', 'gradually', 'brought', 'face', 'around', 'encountered', 'burning', 'gaze']"
MWS,"['miserable', 'wretch', 'haunted', 'curse', 'shut', 'every', 'avenue', 'enjoyment']"
HPL,"['evening', 'drowsily', 'discussed', 'mathematical', 'studies', 'completely', 'perhaps', 'harmfully', 'engrossed', 'gilman', 'speculated', 'linkage', 'ancient', 'magic', 'folklore', 'seemed', 'darkly', 'probable']"
MWS,"['aware', 'also', 'often', 'lose', 'self', 'command', 'capacity', 'hiding', 'harrowing', 'sensations', 'would', 'possess', 'progress', 'unearthly', 'occupation']"
EAP,"['failed', 'fall', 'part', 'demon', 'plan', 'hurl', 'abyss', 'thus', 'alternative', 'different', 'milder', 'destruction', 'awaited']"
MWS,"['could', 'consider', 'magnitude', 'complexity', 'plan', 'argument', 'impracticability']"
MWS,"['idris', 'entertained', 'highest', 'opinion', 'abilities', 'warmly', 'interested', 'event', 'poor', 'sister', 'dared', 'hope', 'fear', 'misery', 'plunged', 'fever', 'disquietude']"
HPL,"['blue', 'green', 'grey', 'white', 'black', 'smooth', 'ruffled', 'mountainous', 'ocean', 'silent']"
EAP,"['conceived', 'possible', 'either', 'instance', 'might', 'thus', 'whirled', 'level', 'ocean', 'without', 'undergoing', 'fate', 'drawn', 'early', 'absorbed', 'rapidly']"
EAP,"['upon', 'seeing', 'body', 'beauvais', 'hesitation', 'identified', 'perfumery', 'girl']"
MWS,"['seemed', 'consider', 'lost', 'raymond', 'evil', 'influence', 'life', 'even', 'accused', 'encreasing', 'confirming', 'mad', 'base', 'apostacy', 'adrian', 'views', 'advancement', 'grandeur', 'miserable', 'mountaineer', 'steal', 'daughter']"
EAP,"['one', 'autumnal', 'evening', 'winds', 'lay', 'still', 'heaven', 'morella', 'called', 'bedside']"
EAP,"['every', 'thing', 'made', 'snug', 'alow', 'aloft', 'wind', 'steadily', 'freshened', 'lay', 'length', 'spanker', 'foretopsail', 'double', 'reefed']"
EAP,"['mad', 'disorder', 'thoughts', 'tumult', 'unappeasable']"
HPL,"['latter', 'said', 'daughter', 'portuguese', 'trader', 'met', 'africa', 'like', 'english', 'ways']"
HPL,"['felt', 'must', 'go', 'north', 'infinitely', 'north']"
MWS,"['fate', 'still', 'uncertain', 'began', 'fear', 'worst', 'feel', 'souls', 'hope', 'cast', 'chance', 'might', 'prove', 'blank']"
EAP,"['perhaps', 'might', 'traced', 'manner', 'yet', 'could', 'pretend', 'positive']"
EAP,"['amazement', 'course', 'predominant']"
EAP,"['severe', 'labor', 'unremitting', 'perseverance', 'length', 'met', 'entire', 'success', 'preparations']"
HPL,"['never', 'seemingly', 'heard', 'human', 'speech', 'could', 'guess', 'vaguely', 'said']"
EAP,"['fearful', 'page', 'record', 'existence', 'written', 'dim', 'hideous', 'unintelligible', 'recollections']"
EAP,"['il', 'à', 'parièr', 'replied', 'dupin', 'quoting', 'chamfort', 'que', 'toute', 'idée', 'publique', 'toute', 'convention', 'reçue', 'est', 'une', 'sottise', 'car', 'elle', 'convenue', 'au', 'plus', 'grand', 'nombre']"
EAP,"['look', 'man', 'room', 'every', 'moment']"
EAP,"['compared', 'friend', 'rush', 'light', 'evening', 'star', 'glow', 'worm', 'antares']"
MWS,"['cheer', 'shall', 'make', 'idris', 'call', 'adrian', 'carriage', 'see', 'gesture', 'sympathizes', 'good', 'spirits']"
HPL,"['west', 'met', 'college', 'one', 'sympathise', 'hideous', 'experiments']"
MWS,"['night', 'came', 'agatha', 'arabian', 'retired', 'early']"
MWS,"['threw', 'door', 'forcibly', 'open', 'children', 'accustomed', 'expect', 'spectre', 'stand', 'waiting', 'side', 'nothing', 'appeared']"
HPL,"['many', 'would', 'disliked', 'live', 'possessed', 'peculiar', 'features', 'arthur', 'jermyn', 'poet', 'scholar', 'minded']"
EAP,"['madness', 'possessed']"
EAP,"['struggled', 'gasped', 'died']"
MWS,"['life', 'covet', 'automaton', 'flesh', 'joints', 'springs', 'order', 'perform', 'functions', 'dwelling', 'soul', 'capable', 'containing', 'dweller']"
EAP,"['object', 'view', 'pocket']"
EAP,"['first', 'time', 'many', 'hours', 'perhaps', 'days', 'thought']"
MWS,"['may', 'give', 'purpose', 'mine', 'assigned', 'heaven', 'dare']"
HPL,"['day', 'wore', 'still', 'olney', 'listened', 'rumours', 'old', 'times', 'far', 'places', 'heard', 'kings', 'atlantis', 'fought', 'slippery', 'blasphemies', 'wriggled', 'rifts', 'oceans', 'floor', 'pillared', 'weedy', 'temple', 'poseidonis', 'still', 'glimpsed', 'midnight', 'lost', 'ships', 'know', 'sight', 'lost']"
EAP,"['ascertain', 'validity', 'affidavits', 'examine', 'newspapers', 'generally', 'yet', 'done']"
MWS,"['weather', 'journey', 'serene']"
MWS,"['adrian', 'idris', 'established', 'windsor', 'castle', 'lord', 'raymond', 'sister', 'inhabited', 'house', 'former', 'built', 'borders', 'great', 'park', 'near', 'perditas', 'cottage', 'still', 'named', 'low', 'roofed', 'abode', 'two', 'poor', 'even', 'hope', 'received', 'assurance', 'felicity']"
HPL,"['cast', 'shadow', 'cot', 'floor', 'yellowish', 'penetrating', 'force', 'hinted', 'things', 'potent', 'luminosity']"
HPL,"['long', 'visit', 'parents', 'illinois', 'upon', 'return', 'found', 'west', 'state', 'singular', 'elation']"
HPL,"['finally', 'found', 'adrift', 'free', 'little', 'idea', 'surroundings']"
HPL,"['strange', 'kidnapping', 'night', 'ornes', 'gangway', 'two', 'year', 'old', 'child', 'clod', 'like', 'laundry', 'worker', 'named', 'anastasia', 'wolejko', 'completely', 'vanished', 'sight']"
MWS,"['see', 'misfortune', 'eyes', 'perdita']"
EAP,"['rubbish', 'old', 'book', 'stall', 'remote', 'corner', 'town', 'got', 'together', 'several', 'antique', 'altogether', 'unknown', 'forgotten', 'volumes']"
MWS,"['even', 'though', 'threatened', 'famine', 'fear', 'plague', 'paramount', 'greatest', 'care', 'avoid', 'fellow', 'creatures']"
HPL,"['vault', 'dug', 'hillside', 'narrow', 'ventilation', 'funnel', 'top', 'ran', 'several', 'feet', 'earth', 'making', 'direction', 'utterly', 'useless', 'consider']"
HPL,"['gradually', 'came', 'wonder', 'might', 'place', 'city', 'strange', 'plateau', 'betwixt', 'strange', 'peaks']"
EAP,"['knew', 'sound', 'well']"
MWS,"['took', 'merit']"
EAP,"['well', 'well', 'said', 'perhaps', 'still', 'dont', 'see', 'handed', 'paper', 'without', 'additional', 'remark', 'wishing', 'ruffle', 'temper', 'much', 'surprised', 'turn', 'affairs', 'taken', 'ill', 'humor', 'puzzled', 'drawing', 'beetle', 'positively', 'antennæ', 'visible', 'whole', 'bear', 'close', 'resemblance', 'ordinary', 'cuts', 'deaths', 'head']"
EAP,"['valdemar', 'spoke', 'obviously', 'reply', 'question', 'propounded', 'minutes']"
MWS,"['going', 'far', 'mother', 'answered', 'quivering', 'lips', 'eyes', 'instinct', 'anger']"
MWS,"['clinging', 'dastard', 'feeling', 'aged', 'remnant', 'spent', 'life', 'hearing', 'pestilence', 'come', 'neighbourhood', 'barred', 'door', 'closed', 'casement', 'refusing', 'communicate']"
MWS,"['sat', 'beside', 'taking', 'paper', 'hand', 'said', 'word', 'shall', 'sweet', 'perdita', 'read', 'contention', 'madmen', 'fools']"
HPL,"['knew', 'must', 'passed', 'mountain', 'beneath', 'earth', 'kingsport', 'shivered', 'town', 'aged', 'maggoty', 'subterraneous', 'evil']"
HPL,"['second', 'nobody', 'dared', 'turn', 'light', 'armitage', 'summoned', 'courage', 'snapped', 'switch']"
HPL,"['either', 'case', 'would', 'appropriate', 'unexpected', 'tenacity', 'easy', 'looking', 'brickwork', 'surely', 'sardonic', 'commentary', 'vanity', 'mortal', 'hopes', 'source', 'task', 'whose', 'performance', 'deserved', 'every', 'possible', 'stimulus']"
EAP,"['impressions', 'wrought', 'observer', 'richness', 'warmth', 'color', 'quietude', 'uniformity', 'softness', 'delicacy', 'daintiness', 'voluptuousness', 'miraculous', 'extremeness', 'culture', 'suggested', 'dreams', 'new', 'race', 'fairies', 'laborious', 'tasteful', 'magnificent', 'fastidious', 'eye', 'traced', 'upward', 'myriad', 'tinted', 'slope', 'sharp', 'junction', 'water', 'vague', 'termination', 'amid', 'folds', 'overhanging', 'cloud', 'became', 'indeed', 'difficult', 'fancy', 'panoramic', 'cataract', 'rubies', 'sapphires', 'opals', 'golden', 'onyxes', 'rolling', 'silently', 'sky']"
EAP,"['long', 'known', 'air', 'encircled', 'us', 'compound', 'oxygen', 'nitrogen', 'gases', 'proportion', 'twenty', 'one', 'measures', 'oxygen', 'seventy', 'nine', 'nitrogen', 'every', 'one', 'hundred', 'atmosphere']"
HPL,"['thought', 'trickled', 'back', 'knew', 'witnessed', 'things', 'horrible', 'dreamed']"
EAP,"['died', 'crushed', 'dust', 'sorrow', 'could', 'longer', 'endure', 'lonely', 'desolation', 'dwelling', 'dim', 'decaying', 'city', 'rhine']"
MWS,"['love', 'longer', 'akin', 'hate', 'brotherhood', 'exist', 'far', 'state', 'present', 'far', 'may', 'suppose', 'observed', 'little', 'old', 'astronomer', 'name', 'merrival', 'poles', 'precede', 'slowly', 'securely', 'hundred', 'thousand', 'years', 'shall', 'underground', 'said', 'ryland']"
MWS,"['views', 'regard', 'children', 'placed', 'words', 'actions', 'relative', 'restraint', 'evadne', 'plaything', 'could', 'way', 'fear', 'talents', 'vivacity', 'slight', 'alleviations', 'monotony', 'countesss', 'life']"
MWS,"['mean', 'time', 'raymond', 'remained', 'adrian', 'idris']"
MWS,"['directed', 'ward', 'husband', 'first', 'taken', 'still', 'nurse', 'said', 'alive']"
MWS,"['would', 'abhor', 'hunt', 'world', 'know', 'unhallowed', 'acts', 'crimes', 'source', 'father', 'yielded', 'length', 'desire', 'avoid', 'society', 'strove', 'various', 'arguments', 'banish', 'despair']"
EAP,"['reply', 'skull', 'deaths', 'head', 'well', 'known', 'emblem', 'pirate']"
MWS,"['calm', 'day', 'soon', 'night', 'obscured', 'shapes', 'objects', 'thousand', 'fears', 'arose', 'mind']"
EAP,"['wonder', 'condition', 'terrified', 'infected']"
MWS,"['feel', 'highly', 'honoured', 'thus', 'may', 'repay', 'part', 'obligation', 'owe', 'compensate', 'injuries', 'fortune', 'done']"
EAP,"['page', 'put', 'steps', 'closed', 'door', 'resumed', 'station']"
HPL,"['repugnance', 'soon', 'forgotten', 'admiration', 'strange', 'physicians', 'extreme', 'skill', 'became', 'manifest', 'despite', 'ice', 'coldness', 'shakiness', 'bloodless', 'looking', 'hands']"
MWS,"['say', 'add', 'nothing', 'already', 'said', 'contemptuously', 'set', 'aside']"
EAP,"['word', 'husband', 'seemed', 'forever', 'use', 'one', 'delicate', 'expressions', 'forever', 'tip', 'tongue']"
